Study_ID,study_name,country,gradient_id,species,family,ele_level,trait,treatment,control,sd_treatment,sd_control,n_treatment,n_control,pt,LONG,LAT,ARIDITY_INDEX,SOLAR_RADIATION,MEAN_GROWING_SEASON_TEMPERATURE,elevation_treatment,elevation_control,elevation,elevation_log
15,Cranston et al. (2015),New Zeland,Otago,Donatia novae-zelandiae,Stylidiaceae,l3,SLA,8.936957138,9.467254311,0.873718805,1.421673579,24,24,h,169.85,-46.01,1.1354,119.8014221,13.14999994,1000,0,1000,6.907755279
21,Woodward (1986),Scotland,Ben More 3,Vaccinium myrtillus,Ericaceae,l2,SLA,17.5,13.7,1.414213562,1.272792206,5,5,h,-4.54,56.38,4.3064,78.42938995,9.533333302,610,200,410,6.01615716
21,Woodward (1986),Scotland,Ben More 3,Vaccinium myrtillus,Ericaceae,l3,SLA,16,13.7,1.13137085,1.272792206,5,5,h,-4.54,56.38,4.3064,78.42938995,9.533333302,1100,200,900,6.802394763
43,Ma et al. (2015),China,Nyainqentanglha Mountains,Potentilla saundersiana,Rosaceae,l2,SLA,1.682125604,1.683091787,0.188820305,0.216977599,50,50,h,91.05,30.5,0.399,157.4455719,11.45000021,4600,4350,250,5.521460918
43,Ma et al. (2015),China,Nyainqentanglha Mountains,Potentilla saundersiana,Rosaceae,l3,SLA,1.500483092,1.683091787,0.207521523,0.216977599,50,50,h,91.05,30.5,0.399,157.4455719,11.45000021,4800,4350,450,6.109247583
43,Ma et al. (2015),China,Nyainqentanglha Mountains,Potentilla saundersiana,Rosaceae,l4,SLA,1.285024155,1.683091787,0.174080703,0.216977599,50,50,h,91.05,30.5,0.399,157.4455719,11.45000021,5100,4350,750,6.620073207
43,Ma et al. (2015),China,Nyainqentanglha Mountains,Potentilla saundersiana,Rosaceae,l5,SLA,1.171980676,1.683091787,0.111247553,0.216977599,50,50,h,91.05,30.5,0.399,157.4455719,11.45000021,5200,4350,850,6.745236349
47,Milla et al. (2009),Spain,Parque Nacional de Los Picos de Europa,Saxifraga trifurcata,Saxifragaceae,l2,SLA,7.442437704,7.163983262,1.147743526,1.125647878,10,10,h,-5,43.26,1.1093,137.8304901,14.81666676,540,100,440,6.086774727
47,Milla et al. (2009),Spain,Parque Nacional de Los Picos de Europa,Saxifraga trifurcata,Saxifragaceae,l3,SLA,6.407011875,7.163983262,1.110439485,1.125647878,10,10,h,-5,43.26,1.1093,137.8304901,14.81666676,1064,100,964,6.871091295
47,Milla et al. (2009),Spain,Parque Nacional de Los Picos de Europa,Saxifraga trifurcata,Saxifragaceae,l4,SLA,6.092167264,7.163983262,1.093262627,1.125647878,10,10,h,-5,43.26,1.1093,137.8304901,14.81666676,1360,100,1260,7.138867
47,Milla et al. (2009),Spain,Parque Nacional de Los Picos de Europa,Saxifraga canaliculata,Saxifragaceae,l2,SLA,5.993415672,6.175702048,1.091432287,1.113259679,10,10,h,-5,43.26,1.1093,137.8304901,14.81666676,1430,1360,70,4.248495242
47,Milla et al. (2009),Spain,Parque Nacional de Los Picos de Europa,Saxifraga canaliculata,Saxifragaceae,l3,SLA,6.277457115,6.175702048,1.128651995,1.113259679,10,10,h,-5,43.26,1.1093,137.8304901,14.81666676,1872,1360,512,6.238324625
48,Morecraft et al. (1992),Scotland,Ben More 4,Alchemilla alpina,Rosaceae,l2,SLA,16.89870864,16.06681656,2.832569507,2.693127364,50,50,h,-4.54,56.38,4.3064,78.42938995,9.533333302,326,230,96,4.564348191
48,Morecraft et al. (1992),Scotland,Ben More 4,Alchemilla alpina,Rosaceae,l3,SLA,15.70477343,16.06681656,2.632441524,2.693127364,50,50,h,-4.54,56.38,4.3064,78.42938995,9.533333302,455,230,225,5.416100402
48,Morecraft et al. (1992),Scotland,Ben More 4,Alchemilla alpina,Rosaceae,l4,SLA,15.39692148,16.06681656,2.580839235,2.693127364,50,50,h,-4.54,56.38,4.3064,78.42938995,9.533333302,562,230,332,5.805134969
48,Morecraft et al. (1992),Scotland,Ben More 4,Alchemilla alpina,Rosaceae,l5,SLA,15.76127061,16.06681656,2.641911608,2.693127364,50,50,h,-4.54,56.38,4.3064,78.42938995,9.533333302,647,230,417,6.033086222
48,Morecraft et al. (1992),Scotland,Ben More 4,Alchemilla alpina,Rosaceae,l6,SLA,15.3709789,16.06681656,2.576490728,2.693127364,50,50,h,-4.54,56.38,4.3064,78.42938995,9.533333302,768,230,538,6.28785856
48,Morecraft et al. (1992),Scotland,Ben More 4,Alchemilla alpina,Rosaceae,l7,SLA,16.57027557,16.06681656,2.777517401,2.693127364,50,50,h,-4.54,56.38,4.3064,78.42938995,9.533333302,900,230,670,6.507277712
48,Morecraft et al. (1992),Scotland,Ben More 4,Alchemilla alpina,Rosaceae,l8,SLA,16.28531073,16.06681656,2.72975146,2.693127364,50,50,h,-4.54,56.38,4.3064,78.42938995,9.533333302,996,230,766,6.64118217
48,Morecraft et al. (1992),Scotland,Ben Vorlich,Alchemilla alpina,Rosaceae,l2,SLA,16.6440678,15.38983051,2.789886489,2.579650643,50,50,h,-4.75,56.28,4.4814,78.79260254,10.84999975,405,326,79,4.369447852
48,Morecraft et al. (1992),Scotland,Ben Vorlich,Alchemilla alpina,Rosaceae,l3,SLA,15.59322034,15.38983051,2.613742942,2.579650643,50,50,h,-4.75,56.28,4.4814,78.79260254,10.84999975,495,326,169,5.129898715
48,Morecraft et al. (1992),Scotland,Ben Vorlich,Alchemilla alpina,Rosaceae,l4,SLA,16.06779661,15.38983051,2.693291641,2.579650643,50,50,h,-4.75,56.28,4.4814,78.79260254,10.84999975,600,326,274,5.613128106
48,Morecraft et al. (1992),Scotland,Ben Vorlich,Alchemilla alpina,Rosaceae,l5,SLA,17.11864407,15.38983051,2.869435187,2.579650643,50,50,h,-4.75,56.28,4.4814,78.79260254,10.84999975,710,326,384,5.950642553
48,Morecraft et al. (1992),Scotland,Ben Vorlich,Alchemilla alpina,Rosaceae,l6,SLA,18.10169492,15.38983051,3.034214634,2.579650643,50,50,h,-4.75,56.28,4.4814,78.79260254,10.84999975,806,326,480,6.173786104
48,Morecraft et al. (1992),Scotland,Ben Vorlich,Alchemilla alpina,Rosaceae,l7,SLA,16.6779661,15.38983051,2.795568538,2.579650643,50,50,h,-4.75,56.28,4.4814,78.79260254,10.84999975,922,326,596,6.390240667
49,Ozbucak et al. (2017),Turkey,Ordu,Cyclamen coum,Primulaceae,l2,SLA,15.34693878,17.3877551,3.020408163,2.448979592,15,15,h,37.85,40.99,1.0697,151.6921692,20,500,0,500,6.214608098
49,Ozbucak et al. (2017),Turkey,Ordu,Cyclamen coum,Primulaceae,l3,SLA,12.24489796,17.3877551,1.87755102,2.448979592,15,15,h,37.85,40.99,1.0697,151.6921692,20,1850,0,1850,7.522940918
54,Schoeb et al. (2013),Spain,Pico Veleta,Arenaria tetraquetra,Caryophyllaceae,l2,SLA,26.80555556,25.27777778,26.38888889,13.88888889,25,25,h,-3.35,37.05,1.2973,164.183548,10.98333327,2545,2315,230,5.438079309
54,Schoeb et al. (2013),Spain,Pico Veleta,Arenaria tetraquetra,Caryophyllaceae,l3,SLA,19.16666667,25.27777778,4.861111111,13.88888889,25,25,h,-3.35,37.05,1.2973,164.183548,10.98333327,2785,2315,470,6.152732695
54,Schoeb et al. (2013),Spain,Pico Veleta,Arenaria tetraquetra,Caryophyllaceae,l4,SLA,21.11111111,25.27777778,4.166666667,13.88888889,25,25,h,-3.35,37.05,1.2973,164.183548,10.98333327,3010,2315,695,6.543911846
54,Schoeb et al. (2013),Spain,Pico Veleta,Arenaria tetraquetra,Caryophyllaceae,l5,SLA,19.44444444,25.27777778,4.166666667,13.88888889,25,25,h,-3.35,37.05,1.2973,164.183548,10.98333327,3240,2315,925,6.829793738
55,Shi et al. (2015),China,Wolong National Nature Reserve  4,Rumex dentatus,Polygonaceae,l2,SLA,19.759,28.831,0.500879227,2.535701086,6,6,h,104.34,32.41,0.7106,128.228241,20.98333327,3500,2500,1000,6.907755279
59,Sundqvist et al. (2011),Sweden,Abisko,Empetrum hermaphroditum,Ericaceae,l2,SLA,4.342105263,4.342105263,0.789473684,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,600,500,100,4.605170186
59,Sundqvist et al. (2011),Sweden,Abisko,Empetrum hermaphroditum,Ericaceae,l3,SLA,3.552631579,4.342105263,1.184210526,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,700,500,200,5.298317367
59,Sundqvist et al. (2011),Sweden,Abisko,Empetrum hermaphroditum,Ericaceae,l4,SLA,3.552631579,4.342105263,1.184210526,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,800,500,300,5.703782475
59,Sundqvist et al. (2011),Sweden,Abisko,Empetrum hermaphroditum,Ericaceae,l5,SLA,4.342105263,4.342105263,1.184210526,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,900,500,400,5.991464547
59,Sundqvist et al. (2011),Sweden,Abisko,Empetrum hermaphroditum,Ericaceae,l6,SLA,3.947368421,4.342105263,1.184210526,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,1000,500,500,6.214608098
59,Sundqvist et al. (2011),Sweden,Abisko,Vaccinium vitis-idaea,Ericaceae,l2,SLA,4.342105263,5.131578947,0.789473684,0.789473684,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,600,500,100,4.605170186
59,Sundqvist et al. (2011),Sweden,Abisko,Vaccinium vitis-idaea,Ericaceae,l3,SLA,4.342105263,5.131578947,0.789473684,0.789473684,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,700,500,200,5.298317367
59,Sundqvist et al. (2011),Sweden,Abisko,Vaccinium vitis-idaea,Ericaceae,l4,SLA,5.131578947,5.131578947,0.789473684,0.789473684,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,800,500,300,5.703782475
59,Sundqvist et al. (2011),Sweden,Abisko,Vaccinium vitis-idaea,Ericaceae,l5,SLA,5.131578947,5.131578947,0.789473684,0.789473684,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,900,500,400,5.991464547
59,Sundqvist et al. (2011),Sweden,Abisko,Vaccinium vitis-idaea,Ericaceae,l6,SLA,5.131578947,5.131578947,0.789473684,0.789473684,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,1000,500,500,6.214608098
59,Sundqvist et al. (2011),Sweden,Abisko,Trollius europaeus,Ranunculaceae,l2,SLA,19.73684211,25.65789474,1.973684211,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,600,500,100,4.605170186
59,Sundqvist et al. (2011),Sweden,Abisko,Trollius europaeus,Ranunculaceae,l3,SLA,21.71052632,25.65789474,1.973684211,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,700,500,200,5.298317367
59,Sundqvist et al. (2011),Sweden,Abisko,Trollius europaeus,Ranunculaceae,l4,SLA,19.34210526,25.65789474,1.973684211,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,800,500,300,5.703782475
59,Sundqvist et al. (2011),Sweden,Abisko,Trollius europaeus,Ranunculaceae,l5,SLA,20.52631579,25.65789474,1.184210526,1.184210526,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,900,500,400,5.991464547
59,Sundqvist et al. (2011),Sweden,Abisko,Viola biflora,Violaceae,l2,SLA,46.18421053,43.81578947,1.973684211,1.973684211,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,600,500,100,4.605170186
59,Sundqvist et al. (2011),Sweden,Abisko,Viola biflora,Violaceae,l3,SLA,43.42105263,43.81578947,1.184210526,1.973684211,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,700,500,200,5.298317367
59,Sundqvist et al. (2011),Sweden,Abisko,Viola biflora,Violaceae,l4,SLA,41.05263158,43.81578947,2.368421053,1.973684211,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,800,500,300,5.703782475
59,Sundqvist et al. (2011),Sweden,Abisko,Viola biflora,Violaceae,l5,SLA,39.86842105,43.81578947,1.578947368,1.973684211,5,5,h,18.96,68.23,1.8616,70.42392731,7.483333309,900,500,400,5.991464547
61,Segui et al. (2018),Chile,Altos de Lircay National Reserve,Viola maculata,Violaceae,l2,SLA,7.200015089,7.656584391,0.957162151,1.127447927,13,13,h,-70.95,-35.6,0.8791,184.7629852,15.63333329,2200,1950,250,5.521460918
61,Segui et al. (2018),Chile,Altos de Lircay National Reserve,Viola maculata,Violaceae,l3,SLA,8.673213545,7.656584391,1.34220408,1.127447927,13,13,h,-70.95,-35.6,0.8791,184.7629852,15.63333329,2350,1950,400,5.991464547
20,Woodward (1983),Scotland,Ben More 2,Lolium perenne,Poaceae,l2,SLA,18.43148346,17.997439,4.140322554,3.44914383,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,490,310,180,5.192956851
20,Woodward (1983),Scotland,Ben More 2,Lolium perenne,Poaceae,l3,SLA,10.97406617,17.997439,2.070836256,3.44914383,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,625,310,315,5.752572639
20,Woodward (1983),Scotland,Ben More 2,Lolium perenne,Poaceae,l4,SLA,10.23927428,17.997439,3.102879489,3.44914383,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,1050,310,740,6.606650186
20,Woodward (1983),Scotland,Ben More 2,Festuca ovina,Poaceae,l2,SLA,12.08254326,12.17918938,1.378577669,1.377265987,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,490,320,170,5.135798437
20,Woodward (1983),Scotland,Ben More 2,Festuca ovina,Poaceae,l3,SLA,8.492118986,12.17918938,1.467772038,1.377265987,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,620,320,300,5.703782475
20,Woodward (1983),Scotland,Ben More 2,Festuca ovina,Poaceae,l4,SLA,7.812692581,12.17918938,1.562213134,1.377265987,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,890,320,570,6.345636361
20,Woodward (1983),Scotland,Ben More 2,Festuca ovina,Poaceae,l5,SLA,7.132851387,12.17918938,1.104436154,1.377265987,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,1050,320,730,6.593044534
20,Woodward (1983),Scotland,Ben More 2,Festuca ovina,Poaceae,l6,SLA,8.063225883,12.17918938,1.377265987,1.377265987,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,1150,320,830,6.721425701
20,Woodward (1983),Scotland,Ben More 2,Agrostis tenuis,Poaceae,l2,SLA,11.55949277,10.43624082,0.916865643,1.196253886,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,490,320,170,5.135798437
20,Woodward (1983),Scotland,Ben More 2,Agrostis tenuis,Poaceae,l3,SLA,9.712017066,10.43624082,2.934232394,1.196253886,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,620,320,300,5.703782475
20,Woodward (1983),Scotland,Ben More 2,Agrostis tenuis,Poaceae,l4,SLA,10.39808011,10.43624082,2.666649288,1.196253886,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,890,320,570,6.345636361
20,Woodward (1983),Scotland,Ben More 2,Carex bigelowii,Cyperaceae,l2,SLA,6.157679545,10.98957099,1.285448255,1.470395402,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,890,620,270,5.598421959
20,Woodward (1983),Scotland,Ben More 2,Carex bigelowii,Cyperaceae,l3,SLA,6.349312633,10.98957099,1.470395402,1.470395402,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,1050,620,430,6.063785209
20,Woodward (1983),Scotland,Ben More 2,Carex bigelowii,Cyperaceae,l4,SLA,7.5103105,10.98957099,1.196253886,1.470395402,10,10,h,-4.54,56.38,4.3064,78.42938995,9.533333302,1150,620,530,6.272877007
6,Birmann and Korner (2009),Austria,Patscherkofel,Pinus cembra,Pinaceae,l2,LMA,0.201785714,0.208928571,0.023957871,0.02795085,5,5,w,11.45,47.2,1.5205,119.1776199,12.26666633,1930,1740,190,5.247024072
6,Birmann and Korner (2009),Austria,Patscherkofel,Pinus cembra,Pinaceae,l3,LMA,0.223214286,0.208928571,0.019964893,0.02795085,5,5,w,11.45,47.2,1.5205,119.1776199,12.26666633,2098,1740,358,5.880532986
6,Birmann and Korner (2009),Switzerland,Luksch Alp,Pinus cembra,Pinaceae,l2,LMA,0.226785714,0.203571429,0.019964893,0.035936807,5,5,w,9.88,46.78,1.8849,118.6709518,10.88333313,2086,2040,46,3.828641396
6,Birmann and Korner (2009),Switzerland,Luksch Alp,Pinus cembra,Pinaceae,l3,LMA,0.25,0.203571429,0.023957871,0.035936807,5,5,w,9.88,46.78,1.8849,118.6709518,10.88333313,2170,2040,130,4.86753445
6,Birmann and Korner (2009),Switzerland,Stillberg,Pinus cembra,Pinaceae,l2,LMA,0.228571429,0.214285714,0.031943828,0.02795085,5,5,w,9.86,46.78,2.5723,118.6709518,9.133333246,2145,1965,180,5.192956851
6,Birmann and Korner (2009),Switzerland,Stillberg,Pinus cembra,Pinaceae,l3,LMA,0.214285714,0.214285714,0.031943828,0.02795085,5,5,w,9.86,46.78,2.5723,118.6709518,9.133333246,2215,1965,250,5.521460918
6,Birmann and Korner (2009),Austria,Patscherkofel,Picea abies,Pinaceae,l2,LMA,0.308928571,0.3,0.031943828,0.035936807,5,5,w,11.45,47.2,1.5205,119.1776199,12.26666633,1945,1736,209,5.342334252
6,Birmann and Korner (2009),Austria,Patscherkofel,Picea abies,Pinaceae,l3,LMA,0.335714286,0.3,0.035936807,0.035936807,5,5,w,11.45,47.2,1.5205,119.1776199,12.26666633,2040,1736,304,5.717027701
6,Birmann and Korner (2009),Austria,Patscherkofel,Picea abies,Pinaceae,l4,LMA,0.292857143,0.3,0.019964893,0.035936807,5,5,w,11.45,47.2,1.5205,119.1776199,12.26666633,2080,1736,344,5.840641657
6,Birmann and Korner (2009),Switzerland,Les Mosses,Picea abies,Pinaceae,l2,LMA,0.257142857,0.314285714,0.047915742,0.055901699,5,5,w,7.16,46.33,2.1907,123.5592651,12.96666638,1950,1925,25,3.218875825
6,Birmann and Korner (2009),Switzerland,Les Mosses,Picea abies,Pinaceae,l3,LMA,0.278571429,0.314285714,0.031943828,0.055901699,5,5,w,7.16,46.33,2.1907,123.5592651,12.96666638,2010,1925,85,4.442651256
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 1,Pseudotsuga menziesii,Pinaceae,l2,LMA,0.4099753,0.40419425,0.061190862,0.060328011,7,7,w,-114.75,44.266667,0.4848,129.1785736,12.81666684,1402,945,457,6.124683391
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 1,Pseudotsuga menziesii,Pinaceae,l3,LMA,0.41537685,0.40419425,0.06199707,0.060328011,7,7,w,-114.75,44.266667,0.4848,129.1785736,12.81666684,1829,945,884,6.784457063
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 1,Pseudotsuga menziesii,Pinaceae,l4,LMA,0.4207784,0.40419425,0.062803278,0.060328011,7,7,w,-114.75,44.266667,0.4848,129.1785736,12.81666684,2256,945,1311,7.178545484
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 1,Pseudotsuga menziesii,Pinaceae,l5,LMA,0.424624,0.40419425,0.063377253,0.060328011,7,7,w,-114.75,44.266667,0.4848,129.1785736,12.81666684,2560,945,1615,7.387090236
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 2,Abies lasiocarpa,Pinaceae,l2,LMA,0.36462725,0.356404,0.054422439,0.053195078,7,7,w,-116.1,47.03,1.133,123.9477768,14.38333337,1067,808,259,5.556828062
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 2,Abies lasiocarpa,Pinaceae,l3,LMA,0.37885125,0.356404,0.056545442,0.053195078,7,7,w,-116.1,47.03,1.133,123.9477768,14.38333337,1515,808,707,6.561030666
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 2,Abies lasiocarpa,Pinaceae,l4,LMA,0.38882075,0.356404,0.058033439,0.053195078,7,7,w,-116.1,47.03,1.133,123.9477768,14.38333337,1829,808,1021,6.928537818
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 2,Abies lasiocarpa,Pinaceae,l5,LMA,0.40314,0.356404,0.060170659,0.053195078,7,7,w,-116.1,47.03,1.133,123.9477768,14.38333337,2280,808,1472,7.294377299
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 3,Picea engelmannii,Pinaceae,l2,LMA,0.39442978,0.38955082,0.058870615,0.058142406,7,7,w,-116.675,47.01,0.7844,124.9581146,16.21666686,1189,841,348,5.85220248
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 3,Picea engelmannii,Pinaceae,l3,LMA,0.3990003,0.38955082,0.059552788,0.058142406,7,7,w,-116.675,47.01,0.7844,124.9581146,16.21666686,1515,841,674,6.513230111
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 3,Picea engelmannii,Pinaceae,l4,LMA,0.40288384,0.38955082,0.060132426,0.058142406,7,7,w,-116.675,47.01,0.7844,124.9581146,16.21666686,1792,841,951,6.857514063
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 3,Picea engelmannii,Pinaceae,l5,LMA,0.4097256,0.38955082,0.061153593,0.058142406,7,7,w,-116.675,47.01,0.7844,124.9581146,16.21666686,2280,841,1439,7.271703707
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 4,Pinus contorta,Pinaceae,l2,LMA,0.35187821,0.33578654,0.052519581,0.050117819,7,7,w,-114.86,44.25,0.4861,129.7862549,12.68333336,1417,1158,259,5.556828062
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 4,Pinus contorta,Pinaceae,l3,LMA,0.38033375,0.33578654,0.056766712,0.050117819,7,7,w,-114.86,44.25,0.4861,129.7862549,12.68333336,1875,1158,717,6.575075841
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 4,Pinus contorta,Pinaceae,l4,LMA,0.40400528,0.33578654,0.060299806,0.050117819,7,7,w,-114.86,44.25,0.4861,129.7862549,12.68333336,2256,1158,1098,7.001245622
25,Hultine and Marshall (2000),USA,Idaho/Montana Rockies 4,Pinus contorta,Pinaceae,l5,LMA,0.42481883,0.33578654,0.063406333,0.050117819,7,7,w,-114.86,44.25,0.4861,129.7862549,12.68333336,2591,1158,1433,7.267525428
38,Li et al. (2017),China,Wuyishan National Nature Reserve,Pinus hwangshanensis,Pinaceae,l2,LMA,0.108985031,0.107697722,0.001938197,0.003379765,45,45,w,117.93,28.01,1.7669,138.5894165,25.0666666,1600,1200,400,5.991464547
38,Li et al. (2017),China,Wuyishan National Nature Reserve,Pinus hwangshanensis,Pinaceae,l3,LMA,0.099734062,0.107697722,0.002546672,0.003379765,45,45,w,117.93,28.01,1.7669,138.5894165,25.0666666,2000,1200,800,6.684611728
50,Peng et al. (2012),China,Wanglang Natural Reserve,Abies faxoniana,Pinaceae,l2,LMA,0.15877551,0.168571429,0.005476085,0.009126808,6,6,w,104.08,39.96,0.0789,162.3831177,23.73333343,2800,2579,221,5.398162702
50,Peng et al. (2012),China,Wanglang Natural Reserve,Abies faxoniana,Pinaceae,l3,LMA,0.179183673,0.168571429,0.01095217,0.009126808,6,6,w,104.08,39.96,0.0789,162.3831177,23.73333343,3004,2579,425,6.052089169
50,Peng et al. (2012),China,Wanglang Natural Reserve,Abies faxoniana,Pinaceae,l4,LMA,0.181632653,0.168571429,0.01095217,0.009126808,6,6,w,104.08,39.96,0.0789,162.3831177,23.73333343,3277,2579,698,6.548219103
50,Peng et al. (2012),China,Wanglang Natural Reserve,Abies faxoniana,Pinaceae,l5,LMA,0.192244898,0.168571429,0.020078978,0.009126808,6,6,w,104.08,39.96,0.0789,162.3831177,23.73333343,3500,2579,921,6.825460036
60,Takahashi and Miyajima (2008),Japan,Mount Norikura,Abies veitchii,Pinaceae,l2,LMA,0.153147918,0.144665836,0.024270098,0.012093538,5,5,w,137.55,36.1,4.8125,121.5150833,9.683333397,1800,1600,200,5.298317367
60,Takahashi and Miyajima (2008),Japan,Mount Norikura,Abies veitchii,Pinaceae,l3,LMA,0.163664038,0.144665836,0.008080808,0.012093538,5,5,w,137.55,36.1,4.8125,121.5150833,9.683333397,2000,1600,400,5.991464547
60,Takahashi and Miyajima (2008),Japan,Mount Norikura,Abies mariesii,Pinaceae,l2,LMA,0.144444444,0.184848485,0.04040404,0.024242424,5,5,w,137.55,36.1,4.8125,121.5150833,9.683333397,2200,2000,200,5.298317367
60,Takahashi and Miyajima (2008),Japan,Mount Norikura,Abies mariesii,Pinaceae,l3,LMA,0.207070707,0.184848485,0.052525253,0.024242424,5,5,w,137.55,36.1,4.8125,121.5150833,9.683333397,2400,2000,400,5.991464547
